gen,best,avg,median,worst,feasible_count,hard_feasible_count,soft_penalty_count,A_count,B_count,C_count,individuals_with_B,individuals_with_C,individuals_all_A,b_success,b_infeasible,b_repaired,c_success,c_infeasible,c_repaired,best_A_count,best_B_count,best_C_count,truck_distance,uav_distance,energy,plan_completion_time,air_ground_reward,penalty,elapsed,avg_B_candidate_score,b_candidate_accepted_count,b_decoded_success_count,b_failure_reasons,b_gene_count_in_population,b_individual_count,best_B_candidate_score,c_candidate_accepted_count,c_decoded_success_count,c_failure_reasons,c_gene_count_in_population,closure_route_cost,delay_cost,early_stop_reason,early_stop_triggered,energy_cost,final_return_penalty,infeasible_penalty,last_improvement_gen,min_fitness,mutation_b_added,mutation_b_removed,no_improvement_count,orders_where_B_feasible,population_size,raw_truck_distance,raw_uav_distance,repair_penalty,residual_cost,seconds_per_generation,station_queue_penalty,time_cost,total_fitness,truck_distance_cost,uav_distance_cost,unserved_penalty,waiting_cost
20,4682.442871077924,192321.54886378543,205466.37568114,618829.1709321352,1,1,79,1191,152,257,66,77,0,99,53,0,171,86,134,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,730.1197175979614,-215.48623301449786,99,99,{'payload_exceed': 53},152,66,-930.2871181194109,171,171,"{'drone_not_at_independent_node': 64, 'payload_exceed': 22}",257,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1053,238,3,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,23.73907208442688,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
21,4682.442871077924,175911.02850957232,203614.81538908335,504993.0650098532,2,2,78,1210,160,230,73,79,0,113,47,0,155,75,123,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,755.250982761383,-245.52676548518716,113,113,{'payload_exceed': 47},160,73,-961.0329001123454,155,155,"{'drone_not_at_independent_node': 56, 'payload_exceed': 19}",230,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1104,258,4,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,25.13126516342163,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
22,4682.442871077924,178579.3025694072,143340.25336455207,514454.8947079689,0,0,80,1225,133,242,68,79,0,85,48,0,161,81,134,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,778.6479301452637,-672.1965052565985,85,85,{'payload_exceed': 48},133,68,-932.115395604783,161,161,"{'drone_not_at_independent_node': 55, 'payload_exceed': 26}",242,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1143,270,5,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,23.396947383880615,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
23,4682.442871077924,176124.6764145677,204887.27661058924,507779.94867421855,0,0,80,1230,112,258,64,80,0,78,34,0,162,96,134,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,803.6364462375641,-698.1102108932405,78,78,{'payload_exceed': 34},112,64,-944.9757508635407,162,162,"{'drone_not_at_independent_node': 65, 'payload_exceed': 31}",258,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1187,283,6,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,24.988516092300415,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
24,4682.442871077924,182886.7225551318,205666.34523887333,605180.5528748676,1,1,79,1213,132,255,70,79,0,86,46,0,167,88,132,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,828.7355666160583,-220.00062408994813,86,86,{'payload_exceed': 46},132,70,-941.9580105489722,167,167,"{'payload_exceed': 23, 'drone_not_at_independent_node': 65}",255,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1242,289,7,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,25.094006776809692,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
25,4682.442871077924,173919.69695472534,205718.9360735587,504780.28482245,5,5,75,1214,145,241,72,77,1,98,47,0,162,79,124,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,852.9498469829559,-174.64974410721942,98,98,{'payload_exceed': 47},145,72,-938.2125777434351,162,162,"{'drone_not_at_independent_node': 60, 'payload_exceed': 19}",241,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1296,292,8,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,24.219393968582153,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
26,4682.442871077924,171660.7427643452,204305.89514106337,504052.49765328545,4,4,76,1206,128,266,71,78,1,105,23,0,165,101,118,17,0,3,35190.822410245564,10743.243493794234,528.6657553054658,3152.7771157724583,0.0,1001.0,876.728777885437,-698.4473189888662,105,105,{'payload_exceed': 23},128,71,-935.0867775240349,165,165,"{'drone_not_at_independent_node': 64, 'payload_exceed': 37}",266,0.0,0.0,,False,528.6657553054658,0.0,0.0,17,4682.442871077924,1340,303,9,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,35190.822410245564,10743.243493794234,1000.0,0.0,23.77893090248108,1.0,3152.7771157724583,4682.442871077924,0.0,0.0,0.0,0.0
27,4408.073199717352,183720.8084622901,186865.5506442146,604461.9913835236,0,0,80,1168,179,253,77,78,0,139,40,0,163,90,112,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,900.4985480308533,-774.0786186123258,139,139,{'payload_exceed': 40},179,77,-935.0529059855996,163,163,"{'drone_not_at_independent_node': 61, 'payload_exceed': 29}",253,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1398,315,0,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,23.76977014541626,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
28,4408.073199717352,169223.19998607057,205273.88316299435,506419.4875723668,1,1,79,1190,174,236,74,80,0,131,43,0,159,77,119,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,924.785989522934,-787.8911679204647,131,131,{'payload_exceed': 43},174,74,-933.413016719396,159,159,"{'drone_not_at_independent_node': 52, 'payload_exceed': 25}",236,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1441,331,1,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,24.28744149208069,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
29,4408.073199717352,156249.98259248512,118471.63856909459,505661.97837183997,2,2,78,1215,156,229,75,79,0,121,35,0,153,76,117,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,951.6012880802155,-839.5215418912088,121,121,{'payload_exceed': 35},156,75,-933.2330424789687,153,153,"{'payload_exceed': 28, 'drone_not_at_independent_node': 48}",229,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1493,349,2,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,26.815298557281494,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
30,4408.073199717352,159612.91737445974,126161.80045963198,505947.3510533238,3,3,77,1189,165,246,70,78,0,134,31,0,166,80,132,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,976.6386108398438,-760.7048913355976,134,134,{'payload_exceed': 31},165,70,-933.2330424789687,166,166,"{'drone_not_at_independent_node': 54, 'payload_exceed': 26}",246,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1537,368,3,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,25.03150200843811,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
31,4408.073199717352,177474.93299882227,177461.0108705298,603646.7992353898,1,1,79,1180,170,250,76,78,0,122,48,0,170,80,131,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1004.3021330833435,-66.11296007112847,122,122,"{'payload_exceed': 47, 'energy_not_enough': 1}",170,76,-940.2606166885099,170,170,"{'drone_not_at_independent_node': 57, 'payload_exceed': 23}",250,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1586,386,4,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,27.666239738464355,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
32,4408.073199717352,157105.40423424164,124233.93331670732,503362.2303102374,0,0,80,1196,152,252,71,79,0,111,41,0,180,72,137,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1028.8977591991425,-527.4465396333654,111,111,{'payload_exceed': 41},152,71,-940.2606166885099,180,180,"{'payload_exceed': 23, 'drone_not_at_independent_node': 49}",252,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1637,399,5,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,24.597718238830566,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
33,4408.073199717352,175872.41305128703,126459.56780835132,704627.262978759,1,1,79,1172,171,257,72,79,0,130,41,0,171,86,129,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1057.2149276733398,-682.8342581629088,130,130,{'payload_exceed': 41},171,72,-955.0066220224533,171,171,"{'payload_exceed': 30, 'drone_not_at_independent_node': 56}",257,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1680,409,6,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,28.316166877746582,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
34,4408.073199717352,204922.66727898282,167516.39314513258,603527.9877644046,2,2,78,1139,184,277,75,78,0,145,39,0,169,108,134,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1105.2586245536804,-840.7608520976058,145,145,{'payload_exceed': 39},184,75,-955.0066220224533,169,169,"{'payload_exceed': 30, 'drone_not_at_independent_node': 78}",277,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1732,425,7,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,48.043914556503296,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
35,4408.073199717352,170554.07623805513,150741.63939389176,605743.8166728311,0,0,80,1163,195,242,76,80,0,148,47,0,168,74,130,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1150.9942977428436,-786.7641021731475,148,148,{'payload_exceed': 47},195,76,-946.0494643067741,168,168,"{'drone_not_at_independent_node': 51, 'payload_exceed': 23}",242,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1786,447,8,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,45.737468242645264,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
36,4408.073199717352,172594.5592169305,150284.99721145158,505950.1394364156,0,0,80,1159,181,260,77,80,0,141,40,0,174,86,134,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1195.0522692203522,-497.1104067216047,141,141,{'payload_exceed': 40},181,77,-945.5153015285129,174,174,"{'drone_not_at_independent_node': 57, 'payload_exceed': 29}",260,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1833,460,9,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,44.05384683609009,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
37,4408.073199717352,205807.14664737938,209808.66655345907,503298.05309220025,0,0,80,1123,215,262,78,79,0,155,60,0,170,92,131,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1237.9007823467255,-776.8672682602621,155,155,{'payload_exceed': 60},215,78,-938.9633350478891,170,170,"{'payload_exceed': 32, 'drone_not_at_independent_node': 60}",262,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1895,473,10,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,42.85062766075134,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
38,4408.073199717352,187351.27134684098,125442.15951043631,504009.9328691649,0,0,80,1130,219,251,78,79,0,172,47,0,161,90,130,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1280.0317158699036,-818.531950887939,172,172,{'payload_exceed': 47},219,78,-939.750279467217,161,161,"{'drone_not_at_independent_node': 55, 'payload_exceed': 35}",251,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1941,489,11,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,42.130937337875366,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
39,4408.073199717352,176103.5697212407,201431.90654638183,504509.82125252223,0,0,80,1159,194,247,70,80,0,143,51,0,170,77,139,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1325.273376941681,-662.5827428079125,143,143,{'payload_exceed': 51},194,70,-955.8408407242346,170,170,"{'drone_not_at_independent_node': 48, 'payload_exceed': 29}",247,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,1984,518,12,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,45.24366736412048,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
40,4408.073199717352,189845.41897502544,189774.1302120162,503468.1608413702,0,0,80,1180,161,259,68,79,0,115,46,0,165,94,140,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1361.1150629520416,-848.6441249783882,115,115,{'payload_exceed': 46},161,68,-920.6078106125442,165,165,"{'payload_exceed': 28, 'drone_not_at_independent_node': 66}",259,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,2035,535,13,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,35.84168601036072,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
41,4408.073199717352,198770.94117622107,205262.57508715225,512080.84999548283,0,0,80,1171,159,270,71,80,0,112,47,0,168,102,135,16,2,2,54866.09488073187,13815.564952871902,824.0517626537265,4497.08691522892,2000.0,1001.0,1405.170645236969,-835.0448219381736,112,112,{'payload_exceed': 47},159,71,-927.1912863938446,168,168,"{'drone_not_at_independent_node': 69, 'payload_exceed': 33}",270,0.0,0.0,,False,824.0517626537265,0.0,0.0,27,4408.073199717352,2084,544,14,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,54866.09488073187,13815.564952871902,1000.0,-9.094947017729282e-13,44.05558228492737,1.0,4497.08691522892,4408.073199717352,0.0,0.0,0.0,85.93452183470578
42,3812.3118461868494,221778.34564290763,207063.64991032344,704750.4924192011,1,1,79,1158,156,286,72,79,0,107,49,0,169,117,134,15,3,2,49197.680873649755,18653.077397273788,739.2055366422646,4602.279591623588,3000.0,1000.5,1446.5054981708527,-837.1536826077947,107,107,{'payload_exceed': 49},156,72,-927.1912863938446,169,169,"{'payload_exceed': 41, 'drone_not_at_independent_node': 76}",286,0.0,0.0,,False,739.2055366422646,0.0,0.0,42,3812.3118461868494,2137,565,0,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,49197.680873649755,18653.077397273788,1000.0,-4.547473508864641e-13,41.331554889678955,0.5,4602.279591623588,3812.3118461868494,0.0,0.0,0.0,470.32671792099666
43,3812.3118461868494,207789.53044359494,207714.98355428735,703699.5216729623,1,1,79,1145,184,271,75,80,0,136,48,0,166,105,126,15,3,2,49197.680873649755,18653.077397273788,739.2055366422646,4602.279591623588,3000.0,1000.5,1487.6961159706116,-832.9587802466675,136,136,{'payload_exceed': 48},184,75,-927.8280981973628,166,166,"{'payload_exceed': 34, 'drone_not_at_independent_node': 71}",271,0.0,0.0,,False,739.2055366422646,0.0,0.0,42,3812.3118461868494,2198,585,1,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,49197.680873649755,18653.077397273788,1000.0,-4.547473508864641e-13,41.190892934799194,0.5,4602.279591623588,3812.3118461868494,0.0,0.0,0.0,470.32671792099666
44,3812.3118461868494,212905.83150328445,208785.43065853306,703760.856052158,1,1,79,1127,210,263,76,80,0,147,63,0,166,97,129,15,3,2,49197.680873649755,18653.077397273788,739.2055366422646,4602.279591623588,3000.0,1000.5,1519.3043613433838,-798.1347790061694,147,147,{'payload_exceed': 63},210,76,-927.8280981973628,166,166,"{'drone_not_at_independent_node': 70, 'payload_exceed': 27}",263,0.0,0.0,,False,739.2055366422646,0.0,0.0,42,3812.3118461868494,2264,593,2,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,49197.680873649755,18653.077397273788,1000.0,-4.547473508864641e-13,31.611268281936646,0.5,4602.279591623588,3812.3118461868494,0.0,0.0,0.0,470.32671792099666
45,3812.3118461868494,199249.89120222835,206037.16499639247,703319.3514906886,1,1,79,1120,229,251,79,80,0,164,65,0,167,84,125,15,3,2,49197.680873649755,18653.077397273788,739.2055366422646,4602.279591623588,3000.0,1000.5,1562.554041147232,-860.4903047709884,164,164,{'payload_exceed': 65},229,79,-930.9168676029194,167,167,"{'payload_exceed': 21, 'drone_not_at_independent_node': 63}",251,0.0,0.0,,False,739.2055366422646,0.0,0.0,42,3812.3118461868494,2325,614,3,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,49197.680873649755,18653.077397273788,1000.0,-4.547473508864641e-13,43.24967980384827,0.5,4602.279591623588,3812.3118461868494,0.0,0.0,0.0,470.32671792099666
46,3812.3118461868494,183574.73682393334,133299.56492893555,504078.09524649906,0,0,80,1124,234,242,78,80,0,178,56,0,160,82,121,15,3,2,49197.680873649755,18653.077397273788,739.2055366422646,4602.279591623588,3000.0,1000.5,1607.1059784889221,-822.1046366977348,178,178,{'payload_exceed': 56},234,78,-925.6188371197891,160,160,"{'drone_not_at_independent_node': 49, 'payload_exceed': 33}",242,0.0,0.0,,False,739.2055366422646,0.0,0.0,42,3812.3118461868494,2370,625,4,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,49197.680873649755,18653.077397273788,1000.0,-4.547473508864641e-13,44.54690599441528,0.5,4602.279591623588,3812.3118461868494,0.0,0.0,0.0,470.32671792099666
47,3812.3118461868494,187188.74872643873,205604.39509487225,505139.7259932089,0,0,80,1149,209,242,78,79,0,159,50,0,152,90,121,15,3,2,49197.680873649755,18653.077397273788,739.2055366422646,4602.279591623588,3000.0,1000.5,1653.608703136444,-857.8181492431488,159,159,{'payload_exceed': 50},209,78,-941.0140809932965,152,152,"{'payload_exceed': 27, 'drone_not_at_independent_node': 63}",242,0.0,0.0,,False,739.2055366422646,0.0,0.0,42,3812.3118461868494,2413,650,5,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",80,49197.680873649755,18653.077397273788,1000.0,-4.547473508864641e-13,46.50775599479675,0.5,4602.279591623588,3812.3118461868494,0.0,0.0,0.0,470.32671792099666
