gen,best,avg,median,worst,feasible_count,hard_feasible_count,soft_penalty_count,A_count,B_count,C_count,individuals_with_B,individuals_with_C,individuals_all_A,b_success,b_infeasible,b_repaired,c_success,c_infeasible,c_repaired,best_A_count,best_B_count,best_C_count,truck_distance,uav_distance,energy,plan_completion_time,air_ground_reward,penalty,elapsed,avg_B_candidate_score,b_candidate_accepted_count,b_decoded_success_count,b_failure_reasons,b_gene_count_in_population,b_individual_count,best_B_candidate_score,c_candidate_accepted_count,c_decoded_success_count,c_failure_reasons,c_gene_count_in_population,closure_route_cost,delay_cost,early_stop_reason,early_stop_triggered,energy_cost,final_return_penalty,infeasible_penalty,last_improvement_gen,min_fitness,mutation_b_added,mutation_b_removed,no_improvement_count,orders_where_B_feasible,population_size,raw_truck_distance,raw_uav_distance,repair_penalty,residual_cost,seconds_per_generation,station_queue_penalty,time_cost,total_fitness,truck_distance_cost,uav_distance_cost,unserved_penalty,waiting_cost
48,3066.985375431588,179437.0207049,203681.0016115128,605114.8103454468,2,2,78,1161,207,232,78,78,0,160,47,0,144,88,115,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1695.6839237213135,-740.3671459088238,160,160,{'payload_exceed': 47},207,78,-941.0140809932965,144,144,"{'drone_not_at_independent_node': 57, 'payload_exceed': 31}",232,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2459,662,0,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,42093.98010246026,17116.111469557978,1000.0,0.0,42.075220584869385,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
49,3066.985375431588,172582.15678958027,133475.15336578275,604182.0001506684,0,0,80,1148,211,241,80,79,0,164,47,0,157,84,120,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1738.704711675644,-853.9766882713508,164,164,{'payload_exceed': 47},211,80,-941.014080993297,157,157,"{'drone_not_at_independent_node': 49, 'payload_exceed': 35}",241,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2504,685,1,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,42093.98010246026,17116.111469557978,1000.0,0.0,43.01563787460327,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
50,3066.985375431588,181079.59914918852,203477.3617518423,503990.5373652542,2,2,78,1146,219,235,79,78,0,172,47,0,145,90,109,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1781.0603384971619,-863.0774455382608,172,172,{'payload_exceed': 47},219,79,-943.883911730445,145,145,"{'payload_exceed': 37, 'drone_not_at_independent_node': 53}",235,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2550,706,2,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,42093.98010246026,17116.111469557978,1000.0,0.0,42.35574960708618,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
51,3066.985375431588,189577.02368542645,203587.12663943387,606104.3208798812,1,1,79,1129,223,248,80,79,0,175,48,0,154,94,112,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1825.9086487293243,-818.1103204872009,175,175,{'payload_exceed': 48},223,80,-933.2330424789687,154,154,"{'drone_not_at_independent_node': 55, 'payload_exceed': 39}",248,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2595,729,3,"['DYN-BENCH-01', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,42093.98010246026,17116.111469557978,1000.0,0.0,44.85333752632141,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
52,3066.985375431588,192366.05448097974,204198.03286012,603343.4398362807,2,2,78,1124,235,241,79,78,0,175,60,0,157,84,112,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1845.6126682758331,-850.055528370803,175,175,{'payload_exceed': 60},235,79,-933.2330424789687,157,157,"{'drone_not_at_independent_node': 52, 'payload_exceed': 32}",241,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2653,752,4,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,42093.98010246026,17116.111469557978,1000.0,0.0,19.70401954650879,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
53,3066.985375431588,195393.73317125137,205350.3750749487,603250.491923429,3,3,77,1125,222,253,79,77,0,172,50,0,158,95,115,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1867.3096475601196,-791.7729327642066,172,172,{'payload_exceed': 50},222,79,-933.2330424789687,158,158,"{'drone_not_at_independent_node': 54, 'payload_exceed': 41}",253,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2690,777,5,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",80,42093.98010246026,17116.111469557978,1000.0,0.0,21.6949679851532,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
54,3066.985375431588,172346.79717359244,174765.60700696794,605050.118758269,2,2,78,1143,213,244,79,79,0,178,35,0,152,92,114,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1887.0145535469055,-805.4390853680752,178,178,{'payload_exceed': 35},213,79,-961.6742719248315,152,152,"{'payload_exceed': 32, 'drone_not_at_independent_node': 60}",244,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2735,797,6,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,42093.98010246026,17116.111469557978,1000.0,0.0,19.70691728591919,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
55,3066.985375431588,148874.11474693607,118812.73751709811,704004.1658374546,1,1,79,1152,231,217,78,79,0,199,32,0,142,75,106,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1909.3237080574036,-817.0671278452604,199,199,{'payload_exceed': 32},231,78,-947.5596033429525,142,142,"{'drone_not_at_independent_node': 44, 'payload_exceed': 31}",217,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2779,813,7,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",80,42093.98010246026,17116.111469557978,1000.0,0.0,22.309154510498047,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
56,3066.985375431588,197089.3371568189,204671.2993082729,505213.9225411259,0,0,80,1083,268,249,80,79,0,214,54,0,154,95,117,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1937.5248112678528,-773.5868462830824,214,214,{'payload_exceed': 54},268,80,-939.6550683143555,154,154,"{'drone_not_at_independent_node': 57, 'payload_exceed': 38}",249,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2837,835,8,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,42093.98010246026,17116.111469557978,1000.0,0.0,28.196916341781616,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
57,3066.985375431588,202322.92941765516,205194.4063567162,604682.3346108014,0,0,80,1065,257,278,79,80,0,210,47,0,172,106,134,15,3,2,42093.98010246026,17116.111469557978,632.658640331669,4126.267926479952,3000.0,1000.5,1970.086681842804,-857.1315914715963,210,210,{'payload_exceed': 47},257,79,-946.2361428967863,172,172,"{'drone_not_at_independent_node': 68, 'payload_exceed': 38}",278,0.0,0.0,,False,632.658640331669,0.0,0.0,48,3066.985375431588,2881,858,9,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,42093.98010246026,17116.111469557978,1000.0,0.0,32.566057443618774,0.5,4126.267926479952,3066.985375431588,0.0,0.0,0.0,307.5588086199681
58,2837.4756137988666,193735.26826826084,204027.76578300615,508988.8533046344,1,1,79,1064,281,255,80,78,0,222,59,0,168,87,117,14,3,3,41555.59939207644,28585.476140057377,625.068109837386,4521.09490342529,3000.0,0,2011.4945225715637,-794.8495353595492,222,222,{'payload_exceed': 59},281,80,-934.372659540442,168,168,"{'drone_not_at_independent_node': 56, 'payload_exceed': 31}",255,0.0,0.0,,False,625.068109837386,0.0,0.0,58,2837.4756137988666,2933,883,0,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,41555.59939207644,28585.476140057377,0.0,-4.547473508864641e-13,41.407840728759766,0.0,4521.09490342529,2837.4756137988666,0.0,0.0,0.0,691.3126005361909
59,2837.4756137988666,155160.3810153996,109258.75607134766,504289.1535887452,3,3,77,1086,256,258,77,80,0,211,45,0,187,71,120,14,3,3,41555.59939207644,28585.476140057377,625.068109837386,4521.09490342529,3000.0,0,2054.543268442154,-860.7249390835526,211,211,{'payload_exceed': 45},256,77,-946.2361428967863,187,187,"{'drone_not_at_independent_node': 48, 'payload_exceed': 23}",258,0.0,0.0,,False,625.068109837386,0.0,0.0,58,2837.4756137988666,2976,911,1,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,41555.59939207644,28585.476140057377,0.0,-4.547473508864641e-13,43.04718375205994,0.0,4521.09490342529,2837.4756137988666,0.0,0.0,0.0,691.3126005361909
60,2837.4756137988666,162939.7902746703,113123.69501610297,505742.5558717703,3,3,77,1067,261,272,79,79,0,221,40,0,189,83,121,14,3,3,41555.59939207644,28585.476140057377,625.068109837386,4521.09490342529,3000.0,0,2095.496846675873,-860.3737063628903,221,221,{'payload_exceed': 40},261,79,-947.1318330134098,189,189,"{'payload_exceed': 22, 'drone_not_at_independent_node': 61}",272,0.0,0.0,,False,625.068109837386,0.0,0.0,58,2837.4756137988666,3025,930,2,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",80,41555.59939207644,28585.476140057377,0.0,-4.547473508864641e-13,40.95010709762573,0.0,4521.09490342529,2837.4756137988666,0.0,0.0,0.0,691.3126005361909
61,2837.4756137988666,157884.6034300236,113315.0663986089,408470.16507391725,3,3,77,1085,247,268,80,80,0,204,43,0,192,76,113,14,3,3,41555.59939207644,28585.476140057377,625.068109837386,4521.09490342529,3000.0,0,2137.9345531463623,-771.0298087108305,204,204,{'payload_exceed': 43},247,80,-927.8280981973628,192,192,"{'payload_exceed': 30, 'drone_not_at_independent_node': 46}",268,0.0,0.0,,False,625.068109837386,0.0,0.0,58,2837.4756137988666,3071,954,3,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09']",80,41555.59939207644,28585.476140057377,0.0,-4.547473508864641e-13,42.44073009490967,0.0,4521.09490342529,2837.4756137988666,0.0,0.0,0.0,691.3126005361909
62,2837.4756137988666,169239.41473906714,137248.01369621573,506227.67193733103,3,3,77,1073,249,278,80,80,0,203,46,0,197,81,114,14,3,3,41555.59939207644,28585.476140057377,625.068109837386,4521.09490342529,3000.0,0,2167.6749176979065,-842.543909430737,203,203,{'payload_exceed': 46},249,80,-926.8654458633321,197,197,"{'payload_exceed': 35, 'drone_not_at_independent_node': 46}",278,0.0,0.0,,False,625.068109837386,0.0,0.0,58,2837.4756137988666,3113,983,4,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,41555.59939207644,28585.476140057377,0.0,-4.547473508864641e-13,29.742374181747437,0.0,4521.09490342529,2837.4756137988666,0.0,0.0,0.0,691.3126005361909
63,2712.6018041082625,178108.91344310727,203722.3700631792,504277.29772201553,3,3,77,1058,265,277,80,80,0,214,51,0,193,84,114,15,2,3,40996.82903041376,21497.293733580995,616.2596941541085,3853.587571141782,2000.0,0,2210.602961063385,-845.4593015421035,214,214,{'payload_exceed': 51},265,80,-910.8236428471171,193,193,"{'payload_exceed': 34, 'drone_not_at_independent_node': 50}",277,0.0,0.0,,False,616.2596941541085,0.0,0.0,63,2712.6018041082625,3159,1001,0,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,40996.82903041376,21497.293733580995,0.0,0.0,42.92440629005432,0.0,3853.587571141782,2712.6018041082625,0.0,0.0,0.0,242.75453881237195
64,2377.5050342503955,172171.79985401072,137072.81712259963,504014.57633406465,6,6,74,1054,261,285,80,80,0,220,41,0,198,87,121,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2242.299052000046,-848.397288471515,220,220,{'payload_exceed': 41},261,80,-924.9660196708589,198,198,"{'payload_exceed': 33, 'drone_not_at_independent_node': 54}",285,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3199,1021,0,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,43226.19183527735,26001.03187940439,0.0,0.0,31.694695949554443,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
65,2377.5050342503955,173780.8027363251,202117.98964127095,506841.74545096233,5,5,75,1066,262,272,80,80,0,213,49,0,191,81,94,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2284.52813577652,-837.8178518327344,213,213,{'payload_exceed': 49},262,80,-930.1985645805753,191,191,"{'payload_exceed': 31, 'drone_not_at_independent_node': 50}",272,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3248,1057,1,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,42.22908020019531,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
66,2377.5050342503955,187975.01936256702,203552.17768834566,515809.2436050038,5,5,75,1065,263,272,80,80,0,209,54,0,184,88,98,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2326.247989654541,-838.0162726255214,209,209,{'payload_exceed': 54},263,80,-927.8280981973628,184,184,"{'payload_exceed': 37, 'drone_not_at_independent_node': 51}",272,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3307,1086,2,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,43226.19183527735,26001.03187940439,0.0,0.0,41.71806311607361,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
67,2377.5050342503955,193182.77204161035,204379.8349893132,603970.066636111,5,5,75,1047,261,292,80,79,0,211,50,0,195,97,114,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2367.6357505321503,-846.5231212650673,211,211,{'payload_exceed': 50},261,80,-927.2177829924195,195,195,"{'payload_exceed': 28, 'drone_not_at_independent_node': 69}",292,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3357,1111,3,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,41.387500524520874,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
68,2377.5050342503955,170367.73352812356,135566.56586782658,603173.8947173121,9,9,71,1079,256,265,78,79,0,216,40,0,178,87,101,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2409.3389184474945,-852.2149437080342,216,216,{'payload_exceed': 40},256,78,-927.2177829924195,178,178,"{'drone_not_at_independent_node': 53, 'payload_exceed': 34}",265,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3389,1136,4,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,41.70268702507019,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
69,2377.5050342503955,161089.06245573092,126520.4712955241,501975.0354157008,10,10,70,1073,271,256,79,80,0,221,50,0,187,69,100,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2441.4844954013824,-856.4525140332318,221,221,{'payload_exceed': 50},271,79,-943.4082942946432,187,187,"{'payload_exceed': 27, 'drone_not_at_independent_node': 42}",256,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3433,1159,5,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,32.14807152748108,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
70,2377.5050342503955,171483.82935244698,171148.19630946667,504139.2004272283,5,5,75,1061,259,280,79,80,0,212,47,0,200,80,111,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2461.5080468654633,-849.816424374354,212,212,{'payload_exceed': 47},259,79,-919.7220520985561,200,200,"{'drone_not_at_independent_node': 54, 'payload_exceed': 26}",280,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3475,1188,6,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,20.020533084869385,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
71,2377.5050342503955,172653.7453637486,150178.7126822181,504835.1040005063,8,8,72,1072,253,275,79,80,0,206,47,0,193,82,118,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2480.3164031505585,-838.0427259493664,206,206,{'payload_exceed': 47},253,79,-929.2211728802787,193,193,"{'payload_exceed': 25, 'drone_not_at_independent_node': 57}",275,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3516,1219,7,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-07', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,18.81137466430664,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
72,2377.5050342503955,157315.48044791137,114161.22684903684,509294.5223721859,7,7,73,1077,247,276,79,80,0,206,41,0,200,76,112,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2502.9192655086517,-855.3570956018016,206,206,{'payload_exceed': 41},247,79,-931.5908222172686,200,200,"{'payload_exceed': 27, 'drone_not_at_independent_node': 49}",276,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3561,1242,8,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,22.59772491455078,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
73,2377.5050342503955,189248.19904364453,205028.405091826,506906.4866053083,6,6,74,1075,271,254,80,80,0,208,63,0,175,79,104,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2539.6470301151276,-845.2947279744978,208,208,{'payload_exceed': 63},271,80,-930.0700672738974,175,175,"{'payload_exceed': 40, 'drone_not_at_independent_node': 39}",254,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3619,1264,9,"['DYN-BENCH-01', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-08', 'DYN-BENCH-09', 'DYN-BENCH-10', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,36.73290205001831,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
74,2377.5050342503955,212929.95655318,206396.79428583296,603950.0336043725,4,4,76,1062,250,288,80,80,0,190,60,0,186,102,116,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2570.459860086441,-835.8188625088143,190,190,{'payload_exceed': 60},250,80,-934.7815344259153,186,186,"{'payload_exceed': 40, 'drone_not_at_independent_node': 62}",288,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3663,1292,10,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,30.810820817947388,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
75,2377.5050342503955,212320.2215368188,208498.81610957647,511651.558943477,6,6,74,1049,281,270,80,79,0,219,62,0,173,97,95,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2610.747748851776,-824.7390771190105,219,219,{'payload_exceed': 62},281,80,-933.8353490158562,173,173,"{'payload_exceed': 50, 'drone_not_at_independent_node': 47}",270,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3725,1313,11,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",80,43226.19183527735,26001.03187940439,0.0,0.0,40.28682541847229,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
76,2377.5050342503955,205272.03343711272,204089.3103752284,507683.07364242256,6,6,74,1016,293,291,80,80,0,239,54,0,190,101,93,14,3,3,43226.19183527735,26001.03187940439,650.0312171041699,4258.8234316459175,3000.0,0,2650.9598529338837,-847.615826160433,239,239,{'payload_exceed': 54},293,80,-920.7139712083138,190,190,"{'payload_exceed': 37, 'drone_not_at_independent_node': 64}",291,0.0,0.0,,False,650.0312171041699,0.0,0.0,64,2377.5050342503955,3776,1346,12,"['DYN-BENCH-01', 'DYN-BENCH-02', 'DYN-BENCH-03', 'DYN-BENCH-04', 'DYN-BENCH-05', 'DYN-BENCH-06', 'DYN-BENCH-09', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05']",80,43226.19183527735,26001.03187940439,0.0,0.0,40.21061849594116,0.0,4258.8234316459175,2377.5050342503955,0.0,0.0,0.0,468.6503855003083
